Event.Id,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Event.Year
20080708X00988,Accident,2008-06-24,"Buffalo, WY",United States,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C,No,1.0,Reciprocating,135,NSCH,,Northern Skies Aviation Inc.,0.0,0.0,0.0,2.0,VMC,,The pilot's attempted downwind takeoff that resulted in an aborted takeoff. Contributing to the accident was the unsuitable terrain.,2008.0
20080708X00989,Accident,2008-06-27,"Ash Fork, AZ",United States,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS 350 B3,No,1.0,Turbo Shaft,091,,Positioning,PHI Incorporated,0.0,0.0,3.0,0.0,VMC,,"The pilot's spatial disorientation resulting in his failure to detect and compensate for an unintentional descent during a go-around. Contributing to the accident were the pilot's inadequate choice of landing approach, reduced visibility from brownout conditions, and the dark night.",2008.0
20080711X01019,Accident,2008-06-27,"Santa Maria, CA",United States,Non-Fatal,Substantial,Helicopter,SIKORSKY,S-76A,No,2.0,Turbo Shaft,135,NSCH,,Artic Air Service,0.0,1.0,0.0,9.0,VMC,,The copilot's misjudged clearance from an object during a hovering turn for landing.  Contributing to the accident were the inadequately marked heliport surface and the close proximity of an obstruction near the landing area.,2008.0
20080715X01051,Accident,2008-06-29,"Flagstaff, AZ",United States,Fatal,Destroyed,Helicopter,BELL,407,No,1.0,Turbo Shaft,135,NSCH,,"Classic Helicopter Limited, L.C.",7.0,0.0,0.0,0.0,VMC,,"Both helicopter pilots failure to see and avoid the other helicopter on approach to the helipad. Contributing to the accident were the failure of N407GAs pilot to follow flight arrival route guidelines, and the failure of N407MJs pilot to follow communications guidelines requiring him to report his position within a minimum of 5 miles from the helipad.",2008.0
20080709X01001,Accident,2008-06-30,"Iliamna, AK",United States,Non-Fatal,Substantial,Helicopter,BELL,UH-1B,No,1.0,,091,NSCH,Positioning,Pollux Avaition LTD,0.0,0.0,0.0,2.0,VMC,,"The failure of company maintenance personnel to ensure the helicopter was properly maintained, resulting in a severe in-flight vibration due to collective bounce. Contributing to the accident was loose and worn bearings on the helicopter's stabilizer bar, swashplate, flight control tube assemblies, and the right and left hydraulic servos.",2008.0
20080911X01428,Accident,2008-07-01,"Mullen, NE",United States,Non-Fatal,Substantial,Helicopter,BELL,47G-3B,No,1.0,Reciprocating,137,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,,The plot's distraction with the chemical load resulting the failure to maintain control of the helicopter.  A factor was no suitable terrain for landing.,2008.0
20080710X01015,Accident,2008-07-04,"Sunol, CA",United States,Fatal,Destroyed,Helicopter,SCHWEIZER,269 C-1,No,1.0,Reciprocating,091,,Instructional,Silicon Valley Helicopters,2.0,0.0,0.0,0.0,VMC,,The pilots' failure to maintain adequate clearance from transmission wires during cruise flight. Contributing to the accident were the dark night and low fog.,2008.0
20080815X01250,Accident,2008-07-04,"Ottawa, IL",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44 II,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,4.0,VMC,,The pilot's failure to maintain clearance from the power transmission lines.  Contributing to the accident was the unmarked power transmission lines.,2008.0
20080806X01165,Accident,2008-07-05,"Canyon Lake, TX",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44 II,No,1.0,Reciprocating,091,,Aerial Observation,Helicopter Tours of Texas,0.0,1.0,0.0,2.0,VMC,,A total loss of tail rotor effectiveness.   Contributing to the accident was the pilot's improper decision to operate inside the height velocity curve.,2008.0
20080807X01175,Accident,2008-07-11,"Northumberland, VA",United States,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C-1,No,1.0,Reciprocating,091,,Aerial Observation,Aerial Resources LLC,0.0,0.0,0.0,2.0,VMC,,The pilot's inadequate remedial action after an inadvertent encounter with loss of tail rotor effectiveness.,2008.0
20080821X01280,Accident,2008-07-11,"Port Edwards, WI",United States,Non-Fatal,Substantial,Helicopter,BELL,47G-3B,No,1.0,Reciprocating,137,,Aerial Application,Reabe Spraying Service,0.0,1.0,0.0,0.0,VMC,,The pilot failed to maintain control of the helicopter when he inadvertently flared the helicopter and the rotor rpm decayed as a result of sustaining bee stings during an aerial application flight.  Contributing to the accidnet included the bees and the low altitude.,2008.0
20080722X01096,Accident,2008-07-15,"Salesville, AR",United States,Fatal,Destroyed,Helicopter,HUGHES,269B,No,1.0,Reciprocating,091,,Aerial Observation,"Ozark Mountain Helicopters, LLC",2.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain clearance from the crossing transmission line.,2008.0
20080815X01253,Accident,2008-07-15,"Shafter, CA",United States,Non-Fatal,Substantial,Helicopter,BELL,47G-3B-1,No,1.0,Reciprocating,137,,Aerial Application,"Slykerman Ag Aviation, Inc.",0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain adequate altitude while maneuvering. Contributing factors were the failure of the helicopter's lights during the night flight and the effect of that failure on the pilot's visual perception.,2008.0
20080801X01143,Accident,2008-07-15,"Rock Springs, WY",United States,Non-Fatal,Substantial,Helicopter,BELL,UH-1H,No,1.0,Turbo Shaft,133,,External Load,Leading Edge Aviation,0.0,1.0,0.0,0.0,VMC,,A total loss of engine power due to the failure of the No. 1 bearing for undetermined reasons.,2008.0
20080728X01119,Accident,2008-07-19,"Gapyeong, South Korea",South Korea,Non-Fatal,Substantial,Helicopter,SIKORSKY,S92A,No,,,NUSN,,Unknown,,0.0,14.0,2.0,0.0,,,,2008.0
20080731X01133,Accident,2008-07-19,"Price, UT",United States,Fatal,Destroyed,Helicopter,HUGHES,369D,No,1.0,Turbo Shaft,091,,Personal,BBP Air LLC,3.0,0.0,0.0,0.0,VMC,,The pilot's inadequate preflight performance planning for the takeoff and the loading that exceeded the lift performance capability of the helicopter.,2008.0
20080808X01186,Accident,2008-07-19,"Cusco, Peru",Peru,Non-Fatal,Substantial,Helicopter,SIKORSKY,S-61N,No,,,NUSN,,Unknown,Aeromaster,0.0,0.0,0.0,13.0,VMC,,,2008.0
20090211X92091,Accident,2008-07-19,"Stuart, FL",United States,Non-Fatal,Substantial,Helicopter,BUSCHMANN ROBERT E,HELICYCLE,Yes,1.0,Turbo Shaft,091,,Personal,R & J ENTERPRISES OF NORTH CAROLINA INC,0.0,1.0,0.0,0.0,VMC,,The pilot's improper decision to take off with a known discrepancy. Contributing to the accident was spilled fuel on the drive belts.,2008.0
20080826X01326,Accident,2008-07-23,"Amberg, WI",United States,Non-Fatal,Substantial,Helicopter,ENSTROM,F28F,No,1.0,Reciprocating,091,,Business,,0.0,0.0,0.0,1.0,VMC,,The unsuitable terrain encountered by the pilot during a forced landing following a loss of engine power due to a cylinder head separation. Contributing to the accident was the tree.,2008.0
20080808X01192,Accident,2008-07-24,"Mayville, WI",United States,Fatal,Minor,Helicopter,BELL,47G-4A,No,1.0,Reciprocating,137,,Aerial Application,Reabe Flying Service,1.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain clearance with the rotating rotor blades after he exited the helicopter after landing.,2008.0
20080905X01388,Accident,2008-07-24,"Lafetyette, IN",United States,Non-Fatal,Substantial,Helicopter,BELL,47G-3B-2,No,1.0,Reciprocating,137,,Aerial Application,Townsend Aviation Inc.,0.0,0.0,0.0,1.0,VMC,,The loss of engine power during an aerial application flight due to a fatigue fracture of the carburetor heat control valve spring and the inadequate maintenance inspection by the pilot/mechanic. An additional cause was the low altitude of the operation.,2008.0
20080804X01150,Accident,2008-07-25,"Rosharon, TX",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,1.0,Reciprocating,091,,Other Work Use,William T. Skinner,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain terrain clearance while maneuvering.  Contributing to the accident was the low altitude.,2008.0
20090212X16303,Accident,2008-07-27,"Graysville, TN",United States,Non-Fatal,Destroyed,Helicopter,SANDS THOMAS E,ROTORWAY 162,Yes,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,A loss of control for undetermined reasons.,2008.0
20081219X16538,Accident,2008-07-31,"Kiskunlachaza, Hungary",Hungary,Fatal,Destroyed,Helicopter,EUROCOPTER,EC135,No,2.0,,UNK,SCHD,,OMSZ Légimento Kht,2.0,1.0,1.0,1.0,,,,2008.0
20080822X01293,Accident,2008-08-02,"Mount Clemens, MI",United States,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS-350-B3,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Federal,US Customs and Border Protection,0.0,0.0,0.0,1.0,VMC,,"The pilot's unintentional lowering of the collective control during approach to land, resulting in a hard landing.",2008.0
20080903X01366,Accident,2008-08-02,"Fretin, France",France,Non-Fatal,Minor,Helicopter,MCDONNELL DOUGLAS,MD-902,No,,,NUSN,,Positioning,NVH Noordzee Helikopters Vlaanderen,0.0,0.0,0.0,3.0,VMC,,,2008.0
20080826X01322,Accident,2008-08-05,"Buffalo, ND",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R22 BETA,No,1.0,Reciprocating,137,,Aerial Application,"Strategic Air, LLC.",0.0,0.0,0.0,1.0,VMC,,The pilot's excessive descent rate and his failure to maintain clearance from terrain during the spray run entry.,2008.0
20080812X01228,Accident,2008-08-06,"Alice Arm, Canada",Canada,Fatal,Substantial,Helicopter,HUGHES,369D,No,,,NUSC,NSCH,,Prism Helicopter Inc,3.0,0.0,0.0,0.0,,,,2008.0
20080820X01266,Accident,2008-08-06,"Weaverville, CA",United States,Fatal,Destroyed,Helicopter,SIKORSKY,S-61N,No,,Turbo Shaft,PUBU,,Public Aircraft - Federal,USDA Forest Service,9.0,0.0,4.0,0.0,VMC,,"The following actions by Carson Helicopters: 1) the intentional understatement of the helicopter's empty weight, 2) the alteration of the power available chart to exaggerate the helicopter's lift capability, and 3) the practice of using unapproved above-minimum specification torque in performance calculations that, collectively, resulted in the pilots relying on performance calculations that significantly overestimated the helicopter's load-carrying capacity and did not provide an adequate performance margin for a successful takeoff; and insufficient oversight by the U.S. Forest Service and the Federal Aviation Administration. 

Contributing to the accident was the failure of the flight crewmembers to address the fact that the helicopter had approached its maximum performance capability on their two prior departures from the accident site because they were accustomed to operating at the limit of the helicopters performance. 

Contributing to the fatalities were the immediate, intense fire that resulted from the spillage of fuel upon impact from the fuel tanks that were not crash resistant, the separation from the floor of the cabin seats that were not crash resistant, and the use of an inappropriate release mechanism on the cabin seat restraints.",2008.0
20080826X01313,Accident,2008-08-06,"Aurora, CO",United States,Non-Fatal,Substantial,Helicopter,ENSTROM,280FX,No,1.0,Reciprocating,091,,Aerial Observation,Elite Helicopter Services Inc,0.0,0.0,0.0,2.0,VMC,,The pilot's improper planning and decision making resulting in the loss of engine power due to fuel exhaustion. Contributing to the accident was the pilot's premature application of collective resulting in a hard landing and substantial damage.,2008.0
20080814X01241,Accident,2008-08-11,"Heber Springs, AR",United States,Non-Fatal,Substantial,Helicopter,BELL,206L-1,No,1.0,Turbo Shaft,133,NSCH,External Load,,0.0,0.0,0.0,1.0,VMC,,the improper installation of the PC line on the engine which resulted in a partial loss of engine power.  Contributing to the accident was the trees encountered during the forced landing.,2008.0
20080902X01359,Accident,2008-08-14,"Kenyon, MN",United States,Non-Fatal,Substantial,Helicopter,BELL,47G-3B,No,1.0,Reciprocating,137,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,,The pilot's inadequate preflight planning which resulted in the helicopter settling with power.,2008.0
20080916X01474,Accident,2008-08-15,"Cokato, MN",United States,Non-Fatal,Substantial,Helicopter,HILLER,UH-12E,No,1.0,Reciprocating,137,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,,"The pilot did not visually identify and maintain clearance with the power lines, and the pilot's inability to maintain control of the helicopter once it contacted the power lines.  Factors associated with the accident were the low altitude operations being conducted and the power lines.",2008.0
20080819X01260,Accident,2008-08-17,"Olalla, WA",United States,Fatal,Destroyed,Helicopter,ROBINSON HELICOPTER,R22 BETA II,No,1.0,Reciprocating,091,,Personal,Myron L. Aadland,1.0,0.0,0.0,0.0,VMC,,The complete loss of engine power due to the accumulation of ice in the carburetor as a result of the pilot's failure to use carburetor heat.,2008.0
20080827X01341,Accident,2008-08-18,"Bonners Ferry, ID",United States,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Federal,United States Forest Service,0.0,0.0,0.0,4.0,VMC,,The pilot's inadequate preflight planning for the takeoff and the helicopter loading that exceeded the lift performance capability of the helicopter.,2008.0
20080909X01421,Accident,2008-08-22,"Barnesville, PA",United States,Non-Fatal,Substantial,Helicopter,BELL,206A,No,1.0,Turbo Shaft,091,,Personal,No. 1 Contracting Corporation,0.0,0.0,2.0,0.0,VMC,,"The pilot's failure to maintain control of the helicopter during the low-speed, low-altitude maneuver which resulted in a loss of tail rotor effectiveness.",2008.0
20081003X17551,Accident,2008-08-22,"Burns, OR",United States,Non-Fatal,Substantial,Helicopter,BOEING,BV234,No,2.0,Turbo Shaft,091,,Positioning,Columbia Helicopters Leasing,0.0,0.0,0.0,7.0,VMC,,The pilot's failure to maintain clearance from obstacles while taxiing.,2008.0
20080828X01351,Accident,2008-08-23,"Iliamna, AK",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,Reciprocating,091,,Positioning,,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to see a wire cable prior to colliding with it. Factors contributing to the accident were the non-routine positioning of the wire cable, and the ground crew's failure to advise the pilot that the wire had been re-routed.",2008.0
20081003X41453,Accident,2008-08-23,"Bremen, OH",United States,Non-Fatal,Substantial,Helicopter,HUGHES,269A,No,1.0,Reciprocating,091,,Personal,"American Air Adventures, Inc.",0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain sufficient main rotor speed during the quick-stop maneuver.  Contributing to the accident was the drainage ditch.,2008.0
20080908X01405,Accident,2008-08-29,"Ridgedale, MO",United States,Fatal,Destroyed,Helicopter,ROBINSON,R44 II,No,1.0,Reciprocating,091,,Executive/corporate,Central Illinois Air Corp,2.0,0.0,0.0,0.0,VMC,,An in-flight loss of control for undetermined reasons.,2008.0
20081003X65753,Accident,2008-08-29,"Refugio, TX",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R-22,No,1.0,Reciprocating,091,,Aerial Observation,Coastal Bend Helicopter Services LLC,0.0,0.0,0.0,2.0,VMC,,The pilot failed to maintain adequate airspeed while maneuvering to land.,2008.0
20080909X01417,Accident,2008-08-31,"Greensburg, IN",United States,Fatal,Destroyed,Helicopter,BELL,206L-1,No,1.0,Turbo Shaft,091,NSCH,Positioning,Air Evac EMS Inc.,3.0,0.0,0.0,0.0,VMC,,"The in-flight separation of a main rotor blade due to a fatigue failure of the blade spar, rendering the helicopter uncontrollable, and the manufacturer's production of main rotor blades with latent manufacturing defects, which precipitated the fatigue failure of the blade spar.",2008.0
20080914X01455,Accident,2008-09-03,"Persian Gulf, Turks And Caicos",Turks And Caicos,Fatal,Substantial,Helicopter,BELL,212,No,,,NUSN,,Unknown,Aerogulf Services Company LLC,7.0,0.0,0.0,0.0,VMC,,,2008.0
20081003X17829,Accident,2008-09-06,"Muzino Village, Russia",Russia,Fatal,Substantial,Helicopter,ROBINSON,R-44,No,1.0,,NUSN,,Unknown,,2.0,0.0,1.0,0.0,,,X,2008.0
20081007X55839,Accident,2008-09-06,"Marathon, FL",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44 II,No,1.0,Reciprocating,091,,Personal,Frezo Financial LLC,0.0,0.0,0.0,4.0,VMC,,"The pilot's failure to control the helicopter while maneuvering, resulting in loss of tail rotor effectiveness.",2008.0
20081003X17837,Accident,2008-09-09,"Eutaw, AL",United States,Non-Fatal,Substantial,Helicopter,BELL,206B,No,1.0,Turbo Shaft,137,,Aerial Application,Chem Air Inc,0.0,0.0,0.0,1.0,VMC,,The pilot's inadequate preflight inspection.,2008.0
20081003X17549,Accident,2008-09-11,"Prescott, AZ",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R22B,No,1.0,,091,,Instructional,"Guidance Helicopters, Inc.",0.0,2.0,0.0,0.0,VMC,,The student pilot's failure to maintain adequate main rotor rpm and the instructor's inadequate supervision and delayed remedial action.,2008.0
20081007X16231,Accident,2008-09-16,"Naruna, VA",United States,Non-Fatal,Substantial,Helicopter,HILLER,UH-12E,No,1.0,Turbo Shaft,137,,Aerial Application,Summit Helicopters Inc.,0.0,0.0,0.0,1.0,VMC,,The fatigue failure of a main rotor blade drag strut.,2008.0
20081007X11215,Accident,2008-09-19,"Linden, NJ",United States,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS-350-BA,No,1.0,Turbo Shaft,091,,Instructional,Liberty Helicopters,0.0,0.0,0.0,2.0,VMC,,The flight instructors delayed remedial action (flight control inputs) during a practice autorotation/run-on landing resulting in fracture damage to the main rotor system Starflex.,2008.0
